avaliacao_id,produto_id,cliente_id,nota,data_avaliacao,comentario
1176,86,1376,2.0,2024-01-14,Não vale o preço.
1177,86,1371,4.0,2025-08-10,"Muito bom, recomendo."
1178,87,1482,2.5,2024-03-17,
1179,87,1320,2.0,2024-09-19,Não recomendo.
1180,87,951,4.0,2024-09-27,Excelente qualidade.
1181,87,596,5.0,2024-02-10,Custo-benefício excelente.
1182,87,238,2.0,2025-03-12,Decepcionante.
1183,87,284,4.0,2024-01-10,
1184,87,674,4.0,2024-06-23,Funciona perfeitamente.
1185,87,550,1.5,2025-09-28,
1186,87,764,3.5,2024-04-05,
1187,87,234,4.5,2024-07-06,Funciona perfeitamente.
1188,87,790,4.5,2024-10-05,
1189,87,864,4.0,2025-05-04,
1190,87,232,4.5,2024-06-19,Ótimo produto!
1191,87,213,4.0,2024-06-12,Qualidade superior.
1192,87,1166,3.0,2025-05-09,
1193,87,1252,4.0,2024-07-04,Custo-benefício excelente.
1194,87,60,5.0,2025-09-18,
1195,87,990,5.0,2024-05-13,
1196,87,843,4.5,2024-04-25,"Muito bom, recomendo."
1197,88,644,2.0,2025-11-01,Qualidade baixa.
1198,88,693,4.5,2025-11-16,Qualidade superior.
1199,88,887,2.0,2024-04-07,
1200,88,987,2.5,2024-09-11,Regular.
1201,88,789,4.5,2025-10-18,Melhor compra do ano.
1202,88,112,3.5,2025-09-19,Cumpre o prometido.
1203,88,962,4.0,2025-06-01,
1204,88,154,5.0,2024-06-18,
1205,88,494,1.0,2024-11-24,Não recomendo.
1206,88,1039,3.5,2024-02-21,Regular.
1207,88,826,4.0,2025-01-22,
1208,88,941,3.5,2024-03-21,Nem bom nem ruim.
1209,88,181,3.0,2025-04-03,
1210,88,648,2.5,2025-04-02,Dentro do esperado.
1211,88,37,2.5,2025-10-31,Dentro do esperado.
1212,88,1142,4.0,2024-02-06,"Muito bom, recomendo."
1213,89,1152,2.0,2025-06-04,Não funcionou como esperado.
1214,89,745,4.0,2024-12-15,
1215,89,931,0.0,2024-08-16,Não funcionou como esperado.
1216,89,745,4.5,2025-11-03,
1217,89,200,5.0,2024-04-26,
1218,89,5,4.5,2024-08-15,Entrega rápida e produto perfeito.
1219,89,1070,4.5,2025-07-14,"Muito bom, recomendo."
1220,89,337,2.0,2024-02-16,Demorou muito para chegar.
1221,89,521,3.5,2024-04-19,
1222,89,248,2.5,2024-07-11,
1223,89,442,3.5,2025-02-06,Cumpre o prometido.
1224,89,221,1.5,2024-12-12,
1225,90,1377,5.0,2025-10-10,Funciona perfeitamente.
1226,90,1349,4.0,2025-04-13,Melhor compra do ano.
1227,90,1022,0.5,2024-05-17,Decepcionante.
1228,90,887,2.0,2025-07-20,
1229,91,363,4.5,2025-06-04,
1230,91,1497,4.0,2024-06-26,
1231,91,794,1.5,2024-04-16,
1232,91,660,2.5,2025-09-12,Dentro do esperado.
1233,91,1248,3.5,2025-03-04,
1234,91,561,5.0,2024-09-11,Custo-benefício excelente.
1235,91,928,3.5,2024-10-28,
1236,91,846,4.5,2024-05-21,
1237,91,613,3.5,2025-06-08,
1238,91,643,3.5,2025-07-14,
1239,91,1296,4.5,2025-07-20,Superou minhas expectativas.
1240,91,1464,5.0,2025-10-01,Custo-benefício excelente.
1241,91,272,1.5,2025-11-19,
1242,91,365,5.0,2025-10-27,Custo-benefício excelente.
1243,91,237,5.0,2025-12-28,
1244,91,984,3.0,2025-07-29,Regular.
1245,91,855,4.0,2025-12-28,
1246,91,586,4.5,2025-06-30,
1247,92,1071,4.0,2024-01-14,Adorei!
1248,92,109,4.0,2024-05-28,
1249,92,547,3.5,2024-07-23,
1250,92,587,5.0,2024-06-13,
1251,92,128,2.0,2024-05-29,
1252,92,418,3.5,2024-10-29,
1253,92,735,2.5,2024-02-03,
1254,92,1262,1.0,2024-04-14,
1255,92,460,5.0,2025-07-29,
1256,92,797,4.5,2025-07-28,Entrega rápida e produto perfeito.
1257,92,1361,5.0,2025-12-10,Adorei!
1258,92,854,4.5,2025-01-31,
1259,92,641,4.5,2025-12-02,
1260,92,27,4.0,2024-02-25,
1261,92,1271,4.0,2024-07-26,
1262,92,462,3.0,2025-03-29,
1263,93,1120,5.0,2025-08-25,
1264,93,1485,3.5,2024-07-20,
1265,93,920,5.0,2024-10-28,"Muito bom, recomendo."
1266,93,356,4.0,2024-07-10,
1267,93,773,4.0,2024-05-02,Entrega rápida e produto perfeito.
1268,93,542,5.0,2025-07-23,Qualidade superior.
1269,93,12,2.0,2024-09-18,Chegou com defeito.
1270,93,315,0.0,2024-02-10,
1271,93,105,1.5,2025-09-03,
1272,93,1261,3.0,2025-10-02,
1273,93,1005,3.5,2024-11-04,
1274,93,734,2.0,2025-07-17,Poderia ser melhor.
1275,93,451,3.5,2025-06-22,
1276,93,140,4.5,2025-06-17,
1277,94,1113,5.0,2025-03-01,"Muito bom, recomendo."
1278,94,454,1.0,2024-12-23,
1279,94,680,3.5,2025-11-10,Razoável.
1280,94,1267,4.5,2024-08-11,Melhor compra do ano.
1281,94,19,4.5,2025-10-26,Custo-benefício excelente.
1282,94,493,1.5,2025-04-01,
1283,94,1273,4.5,2025-09-20,Ótimo produto!
1284,94,658,2.5,2025-11-29,Produto ok.
1285,95,1107,4.0,2024-09-19,
1286,95,1059,4.5,2024-01-26,
1287,95,1054,2.5,2025-01-18,
1288,95,997,4.5,2025-04-01,Superou minhas expectativas.
1289,95,1053,3.0,2024-11-24,Produto ok.
1290,95,1102,4.5,2024-06-20,"Muito bom, recomendo."
1291,95,1373,5.0,2024-08-03,
1292,95,1404,1.5,2024-08-06,Não vale o preço.
1293,95,1102,3.0,2024-07-29,
1294,95,1325,3.0,2025-03-21,
1295,95,1406,1.0,2024-03-14,Não funcionou como esperado.
1296,95,78,2.0,2024-12-05,Decepcionante.
1297,95,516,4.5,2024-07-01,Qualidade superior.
1298,95,530,3.5,2024-08-21,Dentro do esperado.
1299,95,829,4.0,2025-10-07,Ótimo produto!
1300,95,1379,3.5,2025-02-02,Produto ok.
1301,95,1476,2.0,2025-10-18,
1302,95,94,1.5,2025-08-22,
1303,95,733,4.5,2024-03-15,
1304,95,594,3.5,2024-04-18,
1305,96,178,1.5,2025-09-13,Não funcionou como esperado.
1306,96,810,4.0,2025-01-25,
1307,96,971,3.0,2024-02-01,Cumpre o prometido.
1308,96,801,2.0,2024-05-19,
1309,96,605,5.0,2025-07-12,
1310,96,611,4.0,2024-05-27,
1311,96,765,2.5,2025-10-25,
1312,96,1134,2.5,2024-01-12,
1313,96,253,2.5,2024-05-24,Nem bom nem ruim.
1314,96,808,5.0,2025-09-02,"Muito bom, recomendo."
1315,96,431,4.5,2024-11-08,
1316,96,434,3.0,2024-12-18,Regular.
1317,97,330,4.5,2024-05-25,Qualidade superior.
1318,97,398,4.0,2024-09-15,Qualidade superior.
1319,97,1125,3.0,2024-02-25,Nem bom nem ruim.
1320,97,596,3.0,2024-03-15,
1321,97,202,3.5,2024-09-13,Nem bom nem ruim.
1322,97,678,4.5,2025-05-13,Superou minhas expectativas.
1323,97,584,4.0,2024-04-12,
1324,97,651,2.0,2024-07-17,Poderia ser melhor.
1325,97,1351,5.0,2025-09-23,Qualidade superior.
1326,97,1159,4.5,2024-06-05,Custo-benefício excelente.
1327,97,346,5.0,2025-03-14,Superou minhas expectativas.
1328,97,1459,3.5,2024-08-14,
1329,97,567,5.0,2025-03-22,
1330,97,1392,4.0,2024-05-17,
1331,97,948,5.0,2025-05-06,Entrega rápida e produto perfeito.
1332,97,1130,2.0,2025-05-13,Não vale o preço.
1333,97,287,5.0,2024-10-14,
1334,97,540,5.0,2024-07-20,
1335,97,157,5.0,2025-10-03,
1336,97,1039,1.0,2024-01-20,
1337,97,1186,4.5,2025-08-18,Qualidade superior.
1338,97,76,3.5,2024-08-05,Nem bom nem ruim.
1339,97,967,2.0,2025-07-06,
1340,97,750,4.0,2024-06-01,Qualidade superior.
1341,98,952,5.0,2024-05-17,"Muito bom, recomendo."
1342,98,746,0.5,2025-02-10,Qualidade baixa.
1343,98,1402,5.0,2025-09-20,Melhor compra do ano.
1344,98,914,1.0,2024-05-23,Chegou com defeito.
1345,98,735,4.5,2025-05-10,Funciona perfeitamente.
1346,98,129,5.0,2024-08-25,Superou minhas expectativas.
1347,98,1370,4.0,2024-02-13,Custo-benefício excelente.
1348,98,962,1.5,2025-02-01,
1349,98,82,2.5,2024-02-17,
1350,98,212,4.0,2024-11-27,
1351,98,1298,4.0,2025-06-17,
1352,98,1186,1.5,2024-09-26,Chegou com defeito.
1353,99,776,3.0,2025-10-31,Regular.
1354,99,1059,3.0,2024-03-20,Cumpre o prometido.
1355,99,832,5.0,2025-06-12,Custo-benefício excelente.
1356,99,988,4.5,2025-05-13,
1357,99,1028,4.0,2024-01-07,
1358,99,340,4.5,2025-03-26,Melhor compra do ano.
1359,99,576,1.0,2025-10-20,Chegou com defeito.
1360,99,742,4.5,2024-06-10,
1361,99,1354,2.0,2024-05-01,Poderia ser melhor.
1362,99,987,2.0,2024-04-26,
1363,99,432,4.5,2025-05-05,Adorei!
1364,99,500,4.5,2024-01-23,Qualidade superior.
1365,99,330,2.5,2025-08-29,Nem bom nem ruim.
1366,99,1173,4.0,2024-02-10,Excelente qualidade.
1367,99,369,4.5,2024-09-21,Adorei!
1368,100,581,4.5,2025-11-08,
1369,100,920,2.0,2024-08-09,
1370,100,987,4.0,2025-04-27,Adorei!
1371,101,373,4.0,2025-08-19,
1372,101,542,2.5,2025-06-07,Regular.
1373,101,929,3.5,2024-12-16,Produto ok.
1374,101,775,2.0,2024-08-23,Não vale o preço.
1375,101,415,2.0,2024-01-17,Demorou muito para chegar.
1376,101,1241,3.5,2024-06-02,Dentro do esperado.
1377,101,1229,3.5,2025-09-21,Nem bom nem ruim.
1378,102,191,4.0,2024-04-30,Excelente qualidade.
1379,102,1105,2.5,2025-09-09,
1380,102,1330,4.0,2025-11-25,Adorei!
1381,102,89,5.0,2025-01-14,
1382,102,470,2.0,2025-03-15,
1383,102,781,5.0,2025-05-08,Qualidade superior.
1384,102,872,3.0,2024-04-10,Dentro do esperado.
1385,102,172,5.0,2024-08-26,Melhor compra do ano.
1386,102,528,3.0,2025-02-22,Regular.
1387,102,1184,3.0,2024-01-08,Nem bom nem ruim.
1388,102,769,4.5,2024-01-08,
1389,102,647,4.0,2025-12-05,"Muito bom, recomendo."
1390,102,873,3.0,2024-06-07,
1391,102,536,4.0,2024-09-16,
1392,102,1157,4.0,2025-03-09,Entrega rápida e produto perfeito.
1393,102,814,2.0,2025-11-27,
1394,102,1131,3.0,2025-02-27,
1395,102,367,3.0,2025-05-09,Nem bom nem ruim.
1396,102,520,3.0,2025-05-10,
1397,103,816,3.5,2025-12-23,
1398,103,244,4.0,2025-11-06,
1399,103,1433,1.0,2025-04-02,
1400,103,440,4.0,2024-04-12,Custo-benefício excelente.
1401,103,1258,1.0,2025-07-17,
1402,103,107,3.5,2025-12-24,Regular.
1403,103,187,1.0,2024-01-06,
1404,103,1230,2.0,2025-04-27,Não vale o preço.
1405,103,455,3.5,2024-09-26,Nem bom nem ruim.
1406,103,1484,4.5,2024-02-08,Adorei!
1407,103,1344,1.5,2025-09-20,Decepcionante.
1408,103,1312,1.5,2024-06-28,Decepcionante.
1409,103,1346,4.0,2024-07-25,
1410,103,586,5.0,2025-06-14,Qualidade superior.
1411,104,1431,2.5,2025-06-12,Cumpre o prometido.
1412,104,74,2.5,2025-11-21,Regular.
1413,104,323,2.0,2024-01-01,Não recomendo.
1414,104,724,3.5,2025-02-13,
1415,104,1201,2.5,2025-02-19,Produto ok.
1416,104,141,5.0,2025-12-21,
1417,104,583,3.5,2025-07-16,
1418,104,1194,2.0,2025-07-26,Não recomendo.
1419,104,1242,4.5,2024-08-19,
1420,104,828,3.5,2025-04-10,Razoável.
1421,104,834,3.5,2024-06-28,Nem bom nem ruim.
1422,104,1031,2.5,2024-03-15,Produto ok.
1423,104,528,4.0,2025-06-09,
1424,104,513,4.0,2025-08-11,
1425,104,1154,5.0,2025-01-21,Superou minhas expectativas.
1426,104,940,4.0,2024-12-13,
1427,104,57,2.0,2025-08-23,Não recomendo.
1428,104,784,5.0,2024-03-10,
1429,104,1387,2.5,2024-08-13,
1430,104,845,4.0,2024-11-19,
1431,104,1098,4.0,2025-06-12,Entrega rápida e produto perfeito.
1432,104,589,4.5,2024-09-11,Custo-benefício excelente.
1433,104,1136,4.5,2024-03-18,
1434,104,643,4.0,2025-05-02,Qualidade superior.
1435,105,1400,2.0,2024-07-06,
1436,105,1022,4.0,2024-07-13,
1437,105,496,4.0,2024-08-28,
1438,105,470,3.5,2024-07-30,Cumpre o prometido.
1439,105,730,5.0,2025-09-25,"Muito bom, recomendo."
1440,105,161,3.5,2024-05-02,
1441,105,1009,4.5,2025-11-10,
1442,105,87,2.5,2025-07-08,
1443,105,1272,3.0,2025-01-15,Nem bom nem ruim.
1444,105,1006,3.0,2024-10-08,Nem bom nem ruim.
1445,105,815,1.0,2024-10-13,Chegou com defeito.
1446,105,1077,5.0,2024-02-25,
1447,105,1108,4.5,2025-05-04,Custo-benefício excelente.
1448,105,1406,3.0,2025-02-07,
1449,105,247,1.5,2025-04-13,
1450,105,647,4.5,2025-04-16,
1451,106,432,5.0,2025-11-21,"Muito bom, recomendo."
1452,106,741,4.0,2024-11-29,
1453,106,384,3.0,2024-09-22,Cumpre o prometido.
1454,107,1256,3.5,2025-04-27,Cumpre o prometido.
1455,107,869,4.0,2025-05-25,Custo-benefício excelente.
1456,107,821,3.5,2025-01-08,Cumpre o prometido.
1457,107,269,0.5,2025-08-08,
1458,107,469,3.0,2025-12-03,
1459,107,483,4.0,2024-10-03,Adorei!
1460,107,299,2.5,2024-07-19,
1461,107,969,5.0,2024-06-02,
1462,107,864,4.0,2024-06-29,Melhor compra do ano.
1463,107,1476,2.0,2025-06-30,Não funcionou como esperado.
1464,107,514,3.5,2024-11-03,Nem bom nem ruim.
1465,108,203,3.5,2025-02-11,
1466,108,442,1.5,2024-03-02,
1467,108,1290,4.0,2025-05-02,Custo-benefício excelente.
1468,108,740,4.0,2024-09-23,Melhor compra do ano.
1469,109,41,3.5,2024-12-18,Razoável.
1470,109,1241,3.5,2025-11-26,Nem bom nem ruim.
1471,109,1330,4.5,2025-10-27,Entrega rápida e produto perfeito.
1472,109,666,5.0,2024-12-29,
1473,109,916,3.0,2025-05-14,
1474,109,1257,4.5,2025-01-25,Excelente qualidade.
1475,109,1312,2.0,2024-06-20,
1476,109,864,2.0,2024-12-11,
1477,109,829,2.0,2025-08-08,
1478,109,163,5.0,2024-03-14,Superou minhas expectativas.
1479,109,649,0.5,2024-11-17,
1480,110,1321,5.0,2025-09-11,Funciona perfeitamente.
1481,110,1203,4.5,2025-01-06,Funciona perfeitamente.
1482,110,343,1.5,2025-02-27,Decepcionante.
1483,110,1491,4.5,2024-05-08,Entrega rápida e produto perfeito.
1484,110,164,4.0,2025-12-18,Adorei!
1485,110,196,3.0,2024-04-15,Dentro do esperado.
1486,110,111,4.0,2025-07-15,Adorei!
1487,110,171,3.5,2025-06-20,Nem bom nem ruim.
1488,110,173,5.0,2024-06-08,
1489,110,634,4.5,2025-02-03,Entrega rápida e produto perfeito.
1490,110,1284,4.0,2025-03-29,Melhor compra do ano.
1491,111,72,4.5,2024-01-30,
1492,111,976,5.0,2024-11-29,Melhor compra do ano.
1493,111,1124,4.5,2024-10-05,Melhor compra do ano.
1494,111,1211,2.0,2024-06-30,Demorou muito para chegar.
1495,111,1311,2.5,2025-06-20,
1496,111,712,4.0,2024-11-13,Superou minhas expectativas.
1497,111,905,4.5,2024-04-01,Adorei!
1498,111,319,2.5,2024-09-23,Produto ok.
1499,112,705,2.5,2024-05-19,Nem bom nem ruim.
1500,112,1409,5.0,2024-01-09,
1501,112,614,4.5,2025-05-03,Adorei!
1502,112,1223,4.0,2024-10-26,Ótimo produto!
1503,112,766,1.0,2025-07-15,Demorou muito para chegar.
1504,112,512,1.5,2025-02-08,Demorou muito para chegar.
1505,112,452,4.0,2025-01-22,Adorei!
1506,112,491,4.0,2025-10-02,Qualidade superior.
1507,112,1403,3.5,2025-12-11,Regular.
1508,112,551,5.0,2025-06-28,"Muito bom, recomendo."
1509,112,280,4.0,2024-07-05,Funciona perfeitamente.
1510,112,928,2.0,2025-09-24,Não funcionou como esperado.
1511,112,657,4.5,2024-07-11,Ótimo produto!
1512,112,46,2.0,2025-07-01,Não vale o preço.
1513,112,552,1.5,2024-10-15,Não funcionou como esperado.
1514,112,477,2.5,2024-01-09,Produto ok.
1515,112,445,4.0,2025-05-20,Entrega rápida e produto perfeito.
1516,112,761,4.5,2025-05-25,Ótimo produto!
1517,112,165,5.0,2024-12-04,
1518,113,546,3.5,2024-02-27,
1519,113,1113,4.0,2024-03-14,Superou minhas expectativas.
1520,113,782,3.5,2024-09-13,
1521,113,1464,3.0,2024-05-04,Dentro do esperado.
1522,113,69,3.0,2024-09-10,Regular.
1523,113,1068,4.5,2024-04-06,
1524,113,969,3.0,2024-08-01,Razoável.
1525,114,1289,2.5,2024-06-11,
1526,114,1067,1.5,2025-07-16,Não funcionou como esperado.
1527,114,612,3.5,2025-10-15,Produto ok.
1528,114,447,1.5,2025-11-13,
1529,114,1297,2.0,2024-08-29,Decepcionante.
1530,114,566,4.5,2024-06-20,Adorei!
1531,114,19,3.0,2024-09-05,
1532,114,1415,3.5,2025-08-18,Nem bom nem ruim.
1533,114,761,1.5,2024-06-07,
1534,114,323,1.0,2024-09-11,Poderia ser melhor.
1535,114,123,3.5,2025-10-02,Regular.
1536,114,1437,4.0,2024-06-06,"Muito bom, recomendo."
1537,114,1000,4.5,2024-05-08,Melhor compra do ano.
1538,115,396,1.5,2025-03-25,Demorou muito para chegar.
1539,115,1484,4.5,2025-01-01,Ótimo produto!
1540,115,1448,3.5,2025-05-11,Razoável.
1541,115,1428,4.0,2025-07-09,Qualidade superior.
1542,115,1114,4.0,2024-07-10,Funciona perfeitamente.
1543,115,1227,5.0,2024-10-08,
1544,115,329,3.5,2025-07-21,Cumpre o prometido.
1545,115,606,2.0,2025-04-05,
1546,115,752,5.0,2025-07-08,Melhor compra do ano.
1547,115,380,3.0,2025-01-23,
1548,115,746,5.0,2025-09-26,
1549,115,657,4.5,2024-09-01,
1550,115,1104,4.5,2025-11-05,
1551,115,1074,4.0,2024-07-13,
1552,116,1256,5.0,2024-06-06,Adorei!
1553,116,660,4.5,2025-10-18,Melhor compra do ano.
1554,116,137,4.0,2025-11-05,Excelente qualidade.
1555,116,65,1.0,2024-07-01,Não funcionou como esperado.
1556,116,203,2.0,2024-07-15,Demorou muito para chegar.
1557,116,1004,4.0,2025-11-04,Qualidade superior.
1558,116,101,4.0,2024-09-19,Qualidade superior.
1559,116,27,1.0,2024-03-13,
1560,116,1343,4.0,2024-08-01,"Muito bom, recomendo."
1561,116,1309,4.5,2025-04-24,Melhor compra do ano.
1562,116,756,3.0,2025-03-01,
1563,116,1264,5.0,2024-02-29,Ótimo produto!
1564,116,623,4.0,2024-03-13,Superou minhas expectativas.
1565,116,199,1.5,2025-06-15,Qualidade baixa.
1566,116,790,4.0,2025-06-28,Melhor compra do ano.
1567,116,510,2.0,2025-11-03,Chegou com defeito.
1568,116,1144,4.0,2025-07-25,"Muito bom, recomendo."
1569,116,1181,3.0,2025-10-15,Dentro do esperado.
1570,116,1363,4.5,2025-12-20,"Muito bom, recomendo."
1571,116,370,4.0,2024-06-19,Melhor compra do ano.
1572,117,324,4.5,2025-11-04,Qualidade superior.
1573,117,722,3.5,2025-03-29,
1574,117,665,3.5,2025-07-17,
1575,117,1297,5.0,2025-02-26,Custo-benefício excelente.
1576,117,493,2.0,2025-09-15,Qualidade baixa.
1577,117,1127,3.0,2025-01-19,
1578,117,738,4.5,2024-09-17,
1579,117,814,3.5,2025-04-03,Produto ok.
1580,117,1221,2.0,2024-10-18,Chegou com defeito.
1581,117,14,4.0,2024-11-05,Superou minhas expectativas.
1582,117,645,4.5,2024-08-07,Entrega rápida e produto perfeito.
1583,117,1048,3.5,2025-07-20,Nem bom nem ruim.
1584,117,194,4.0,2024-06-07,Custo-benefício excelente.
1585,118,543,2.5,2024-05-21,Nem bom nem ruim.
1586,118,478,3.0,2024-09-12,Razoável.
1587,118,1169,1.5,2024-04-04,Qualidade baixa.
1588,118,1482,3.5,2024-03-20,Dentro do esperado.
1589,118,1000,2.5,2024-06-26,
1590,118,1440,3.5,2025-12-07,Produto ok.
1591,118,1316,4.5,2025-09-01,Qualidade superior.
1592,118,161,2.0,2025-01-25,
1593,118,713,3.0,2024-12-08,
1594,118,854,4.0,2025-03-20,
1595,118,465,4.0,2024-05-03,
1596,118,24,1.5,2025-09-08,
1597,119,625,3.5,2024-02-25,Razoável.
1598,119,1157,3.0,2025-07-06,Nem bom nem ruim.
1599,119,453,4.0,2025-12-15,Adorei!
1600,119,1219,4.5,2025-04-01,"Muito bom, recomendo."
1601,119,885,3.5,2024-08-15,Dentro do esperado.
1602,119,271,3.0,2024-05-31,Dentro do esperado.
1603,119,101,5.0,2025-08-08,Entrega rápida e produto perfeito.
1604,119,817,3.0,2024-03-28,Regular.
1605,119,277,4.0,2024-05-13,Superou minhas expectativas.
1606,119,810,3.0,2025-05-14,
1607,119,1150,4.5,2024-07-19,
1608,119,505,3.5,2025-06-20,Razoável.
1609,119,663,3.5,2025-03-16,
1610,119,184,2.5,2025-08-12,Dentro do esperado.
1611,119,749,4.5,2025-03-09,Custo-benefício excelente.
1612,120,1343,4.5,2025-08-31,Entrega rápida e produto perfeito.
1613,120,717,3.5,2024-06-22,
1614,120,1277,3.5,2025-03-28,Produto ok.
1615,120,409,1.5,2024-08-27,
1616,120,1492,3.5,2024-06-08,
1617,120,112,3.0,2024-04-25,Nem bom nem ruim.
1618,120,590,1.5,2024-05-31,Não vale o preço.
1619,120,922,4.0,2024-11-08,Custo-benefício excelente.
1620,120,1102,3.0,2024-08-02,Nem bom nem ruim.
1621,120,530,0.5,2025-06-19,Chegou com defeito.
1622,120,1432,2.0,2025-12-12,
1623,120,1194,4.5,2025-01-20,
1624,120,90,0.5,2025-06-23,Decepcionante.
1625,120,412,5.0,2024-10-17,
1626,120,556,0.5,2025-09-24,Decepcionante.
1627,120,796,4.5,2024-03-09,
1628,120,1352,3.5,2025-11-09,Produto ok.
1629,120,600,4.0,2024-01-20,
1630,120,792,0.5,2025-10-26,Demorou muito para chegar.
1631,121,204,4.5,2025-12-27,
1632,121,1223,4.0,2025-05-11,Excelente qualidade.
1633,121,1026,4.0,2024-07-22,
1634,121,1460,4.5,2025-07-28,Superou minhas expectativas.
1635,121,625,1.0,2025-06-26,Demorou muito para chegar.
1636,121,38,1.5,2024-06-09,Poderia ser melhor.
1637,121,1281,2.5,2024-12-29,Nem bom nem ruim.
1638,121,127,4.0,2024-10-09,
1639,121,61,2.0,2025-01-31,
1640,121,462,4.0,2024-10-13,Adorei!
1641,121,282,3.5,2025-11-03,Dentro do esperado.
1642,121,1389,3.0,2025-06-17,
1643,121,1406,2.0,2025-10-02,Qualidade baixa.
1644,121,313,1.0,2025-08-09,Não recomendo.
1645,121,675,4.0,2025-09-11,Excelente qualidade.
1646,121,1337,3.0,2024-07-30,Nem bom nem ruim.
1647,121,415,4.5,2025-12-01,
1648,121,1411,4.5,2024-11-12,
1649,121,277,2.5,2025-06-20,Cumpre o prometido.
1650,121,1157,3.0,2025-11-02,
1651,121,139,3.0,2024-11-21,Regular.
1652,121,378,4.5,2024-05-01,Excelente qualidade.
1653,121,653,5.0,2024-01-31,
1654,121,843,5.0,2025-02-27,Entrega rápida e produto perfeito.
1655,122,219,3.5,2024-07-11,Produto ok.
1656,122,1264,3.0,2025-09-18,Nem bom nem ruim.
1657,122,473,0.5,2025-09-19,Qualidade baixa.
1658,122,54,4.5,2025-12-04,Funciona perfeitamente.
1659,122,1029,5.0,2024-05-17,
1660,122,1459,3.0,2025-04-25,
1661,122,794,4.0,2024-07-07,Excelente qualidade.
1662,123,464,2.5,2024-07-16,Produto ok.
1663,123,846,3.5,2024-10-03,Regular.
1664,123,419,4.0,2024-07-26,Funciona perfeitamente.
1665,123,1004,4.0,2025-09-23,
1666,123,506,4.5,2025-04-13,Ótimo produto!
1667,123,780,4.0,2025-09-14,
1668,123,1253,2.5,2025-02-07,
1669,123,1217,3.5,2025-08-08,Regular.
1670,124,224,3.5,2025-06-17,Produto ok.
1671,124,1063,2.5,2024-09-08,Regular.
1672,124,1143,1.5,2024-02-10,Decepcionante.
1673,124,597,2.0,2024-07-13,Não recomendo.
1674,125,341,2.5,2025-04-17,Nem bom nem ruim.
1675,125,1414,5.0,2024-02-25,Excelente qualidade.
1676,125,1324,4.0,2025-04-19,Melhor compra do ano.
1677,125,369,3.0,2024-04-25,
1678,125,1120,3.0,2025-12-13,Dentro do esperado.
1679,125,924,3.0,2024-11-27,Dentro do esperado.
1680,125,1460,3.5,2025-08-27,
1681,125,185,3.5,2025-04-10,Regular.
1682,125,1458,3.0,2025-10-26,
1683,125,187,4.5,2024-05-06,Funciona perfeitamente.
1684,125,744,4.0,2025-10-11,Adorei!
1685,125,1254,1.5,2025-06-07,
1686,126,780,4.5,2025-07-17,Excelente qualidade.
1687,126,1159,0.5,2024-12-09,
1688,126,333,4.0,2024-06-02,
1689,126,1459,4.5,2024-07-02,Entrega rápida e produto perfeito.
1690,126,1496,4.5,2024-11-12,
1691,126,592,2.5,2025-04-01,
1692,126,270,1.5,2024-04-30,
1693,126,1276,3.5,2024-01-04,
1694,126,940,0.5,2024-01-13,Não funcionou como esperado.
1695,126,12,5.0,2025-07-10,
1696,126,488,2.0,2025-05-20,Não funcionou como esperado.
1697,126,840,4.5,2025-04-09,Qualidade superior.
1698,126,14,2.5,2025-09-06,Nem bom nem ruim.
1699,126,1270,4.0,2024-10-11,
1700,126,101,3.5,2024-07-31,Produto ok.
1701,126,715,3.0,2025-10-30,Produto ok.
1702,126,1184,3.0,2025-11-14,
1703,126,679,2.0,2024-11-01,
1704,126,224,1.0,2024-02-20,Chegou com defeito.
1705,126,1377,4.0,2024-06-14,Qualidade superior.
1706,127,933,3.0,2024-06-30,
1707,127,74,3.5,2025-01-03,Razoável.
1708,127,755,1.5,2024-11-26,
1709,127,876,1.0,2024-03-10,
1710,127,600,2.0,2024-03-07,Não vale o preço.
1711,127,563,1.5,2025-12-12,Demorou muito para chegar.
1712,127,430,3.0,2025-06-21,
1713,127,120,3.5,2025-09-18,Regular.
1714,127,1084,3.5,2025-10-06,
1715,127,1483,3.5,2025-05-10,
1716,127,589,4.0,2025-12-24,Custo-benefício excelente.
1717,127,1077,2.5,2024-09-22,Nem bom nem ruim.
1718,127,266,3.5,2024-12-28,
1719,127,1065,4.5,2025-05-23,
1720,127,1009,2.0,2025-05-24,
1721,127,477,1.5,2025-09-16,
1722,127,4,1.5,2024-07-17,Não funcionou como esperado.
1723,127,242,3.5,2025-10-02,
1724,127,1261,5.0,2024-07-31,
1725,127,94,3.0,2025-02-27,Nem bom nem ruim.
1726,128,1312,2.5,2024-01-12,Razoável.
1727,128,139,1.5,2024-09-17,Poderia ser melhor.
1728,128,234,4.5,2024-01-07,
1729,128,812,1.0,2024-12-15,
1730,128,60,3.0,2025-09-22,
1731,128,677,4.5,2024-07-17,
1732,128,982,1.5,2025-11-19,
1733,128,1323,3.5,2024-02-06,Cumpre o prometido.
1734,128,944,1.0,2025-10-04,
1735,129,948,2.0,2024-12-09,
1736,129,115,3.0,2025-02-27,
1737,129,1158,0.5,2024-11-02,
1738,129,1138,4.5,2024-11-19,Superou minhas expectativas.
1739,129,1404,3.0,2025-08-14,Razoável.
1740,129,306,4.5,2024-03-08,Ótimo produto!
1741,129,769,5.0,2024-12-13,
